TXid, StartTime, EndTime, ResponseTime, Aborted
257, 1636410940726, 1636410941355, 629
259, 1636410941355, 1636410941979, 624
261, 1636410941979, 1636410942606, 627
263, 1636410942607, 1636410943231, 624
265, 1636410943231, 1636410943858, 627
267, 1636410943859, 1636410944487, 628
269, 1636410944487, 1636410945114, 627
271, 1636410945115, 1636410945739, 624
16, 1636410883865, 1636410884758, 893
273, 1636410945739, 1636410946371, 632
18, 1636410884781, 1636410885502, 721
275, 1636410946371, 1636410946995, 624
20, 1636410885502, 1636410886178, 676
277, 1636410946995, 1636410947622, 627
22, 1636410886178, 1636410886855, 677
25, 1636410886855, 1636410887527, 672
27, 1636410887527, 1636410888202, 675
29, 1636410888203, 1636410888879, 676
31, 1636410888879, 1636410889554, 675
33, 1636410889554, 1636410890234, 680
35, 1636410890234, 1636410890906, 672
37, 1636410890907, 1636410891578, 671
39, 1636410891579, 1636410892250, 671
41, 1636410892251, 1636410892922, 671
43, 1636410892923, 1636410893594, 671
45, 1636410893595, 1636410894262, 667
47, 1636410894262, 1636410894946, 684
50, 1636410894947, 1636410895574, 627
52, 1636410895575, 1636410896198, 623
54, 1636410896198, 1636410896827, 629
56, 1636410896827, 1636410897454, 627
58, 1636410897455, 1636410898082, 627
60, 1636410898082, 1636410898710, 628
63, 1636410898711, 1636410899343, 632
66, 1636410899343, 1636410899971, 628
69, 1636410899971, 1636410900602, 631
72, 1636410900602, 1636410901230, 628
74, 1636410901231, 1636410901854, 623
77, 1636410901855, 1636410902482, 627
80, 1636410902482, 1636410903110, 628
83, 1636410903111, 1636410903738, 627
86, 1636410903739, 1636410904362, 623
89, 1636410904362, 1636410904991, 629
92, 1636410904991, 1636410905618, 627
95, 1636410905619, 1636410906247, 628
98, 1636410906247, 1636410906874, 627
101, 1636410906875, 1636410907503, 628
104, 1636410907503, 1636410908127, 624
107, 1636410908127, 1636410908750, 623
110, 1636410908751, 1636410909378, 627
113, 1636410909378, 1636410910007, 629
116, 1636410910007, 1636410910634, 627
119, 1636410910634, 1636410911262, 628
122, 1636410911263, 1636410911890, 627
125, 1636410911891, 1636410912518, 627
128, 1636410912519, 1636410913146, 627
131, 1636410913147, 1636410913783, 636
134, 1636410913783, 1636410914410, 627
137, 1636410914411, 1636410915035, 624
140, 1636410915035, 1636410915666, 631
143, 1636410915666, 1636410916291, 625
146, 1636410916291, 1636410916918, 627
149, 1636410916918, 1636410917546, 628
152, 1636410917547, 1636410918174, 627
155, 1636410918175, 1636410918802, 627
158, 1636410918802, 1636410919431, 629
161, 1636410919431, 1636410920058, 627
164, 1636410920059, 1636410920682, 623
167, 1636410920682, 1636410921310, 628
170, 1636410921311, 1636410921939, 628
173, 1636410921939, 1636410922562, 623
176, 1636410922562, 1636410923195, 633
179, 1636410923195, 1636410923827, 632
182, 1636410923827, 1636410924450, 623
185, 1636410924451, 1636410925079, 628
188, 1636410925079, 1636410925711, 632
191, 1636410925711, 1636410926339, 628
194, 1636410926339, 1636410926958, 619
197, 1636410926958, 1636410927586, 628
200, 1636410927586, 1636410928207, 621
203, 1636410928207, 1636410928834, 627
206, 1636410928834, 1636410929462, 628
209, 1636410929462, 1636410930087, 625
212, 1636410930087, 1636410930714, 627
215, 1636410930714, 1636410931347, 633
218, 1636410931347, 1636410931970, 623
221, 1636410931970, 1636410932587, 617
224, 1636410932587, 1636410933223, 636
227, 1636410933223, 1636410933850, 627
230, 1636410933850, 1636410934475, 625
233, 1636410934475, 1636410935095, 620
236, 1636410935095, 1636410935722, 627
239, 1636410935723, 1636410936354, 631
242, 1636410936354, 1636410936986, 632
245, 1636410936986, 1636410937606, 620
247, 1636410937606, 1636410938230, 624
249, 1636410938231, 1636410938854, 623
251, 1636410938854, 1636410939474, 620
253, 1636410939474, 1636410940102, 628
255, 1636410940102, 1636410940726, 624
