TXid, StartTime, EndTime, ResponseTime, Aborted
1537, 1636467804302, 1636467804914, 612
2565, 1636468008788, 1636468009642, 854
776, 1636467654425, 1636467655250, 825
1802, 1636467857233, 1636467857846, 613
2062, 1636467908695, 1636467909306, 611
1039, 1636467705132, 1636467705750, 618
1298, 1636467756288, 1636467756906, 618
2324, 1636467960664, 1636467961282, 618
1557, 1636467808428, 1636467809042, 614
2584, 1636468013042, 1636468013650, 608
798, 1636467658737, 1636467659358, 621
1823, 1636467861416, 1636467862030, 614
1056, 1636467708925, 1636467709542, 617
2594, 1636468017166, 1636468017778, 612
2083, 1636467912726, 1636467913338, 612
1577, 1636467812208, 1636467812821, 613
2345, 1636467964851, 1636467965458, 607
1323, 1636467760610, 1636467761226, 616
817, 1636467662457, 1636467663330, 873
1076, 1636467712653, 1636467713266, 613
1844, 1636467865508, 1636467866126, 618
2102, 1636467916459, 1636467917070, 611
2364, 1636467968762, 1636467969374, 612
1341, 1636467764430, 1636467765046, 616
1597, 1636467815940, 1636467816554, 614
836, 1636467666151, 1636467667098, 947
1862, 1636467869308, 1636467869922, 614
2121, 1636467920402, 1636467921014, 612
1099, 1636467716887, 1636467717502, 615
1360, 1636467768361, 1636467768974, 613
2384, 1636467972586, 1636467973198, 612
1617, 1636467820076, 1636467820694, 618
1883, 1636467873373, 1636467873986, 613
2141, 1636467924274, 1636467924886, 612
865, 1636467670144, 1636467670822, 678
1123, 1636467721142, 1636467721758, 616
2403, 1636467976519, 1636467977130, 611
1381, 1636467772544, 1636467773162, 618
1637, 1636467824180, 1636467824794, 614
620, 1636467622119, 1636467622847, 728
1905, 1636467877540, 1636467878154, 614
2162, 1636467928365, 1636467928978, 613
885, 1636467674196, 1636467674922, 726
1141, 1636467724989, 1636467725602, 613
2422, 1636467980508, 1636467981130, 622
1401, 1636467776637, 1636467777246, 609
1658, 1636467828375, 1636467828986, 611
637, 1636467625924, 1636467626538, 614
1926, 1636467881876, 1636467882490, 614
2182, 1636467932501, 1636467933114, 613
903, 1636467677922, 1636467678694, 772
1160, 1636467728720, 1636467729338, 618
2443, 1636467984357, 1636467984974, 617
1421, 1636467780721, 1636467781334, 613
1677, 1636467832072, 1636467832690, 618
656, 1636467629883, 1636467630498, 615
1945, 1636467885568, 1636467886182, 614
2203, 1636467936698, 1636467937306, 608
924, 1636467681985, 1636467682726, 741
1180, 1636467732734, 1636467733346, 612
1438, 1636467784391, 1636467785010, 619
2464, 1636467988433, 1636467989054, 621
1697, 1636467836244, 1636467836862, 618
677, 1636467634177, 1636467634794, 617
1963, 1636467889258, 1636467889878, 620
943, 1636467685744, 1636467686586, 842
2223, 1636467940530, 1636467941138, 608
1201, 1636467736813, 1636467737426, 613
1457, 1636467788327, 1636467788942, 615
2483, 1636467992391, 1636467993002, 611
1719, 1636467840522, 1636467841138, 616
697, 1636467638223, 1636467638938, 715
1982, 1636467893141, 1636467893754, 613
962, 1636467689535, 1636467690358, 823
1219, 1636467740484, 1636467741098, 614
2244, 1636467944711, 1636467945322, 611
1477, 1636467792444, 1636467793058, 614
2503, 1636467996395, 1636467997006, 611
1740, 1636467844855, 1636467845509, 654
717, 1636467642125, 1636467642757, 632
2002, 1636467896918, 1636467897526, 608
979, 1636467693595, 1636467694210, 615
2262, 1636467948436, 1636467949054, 618
1239, 1636467744294, 1636467744906, 612
1498, 1636467796533, 1636467797150, 617
2525, 1636468000701, 1636468001314, 613
736, 1636467646137, 1636467646830, 693
1761, 1636467848798, 1636467849418, 620
2022, 1636467900984, 1636467901601, 617
1000, 1636467697707, 1636467698322, 615
1258, 1636467748027, 1636467748642, 615
2283, 1636467952573, 1636467953186, 613
1517, 1636467800216, 1636467800830, 614
2545, 1636468004781, 1636468005394, 613
756, 1636467650142, 1636467651106, 964
1782, 1636467853135, 1636467853746, 611
1018, 1636467701381, 1636467701990, 609
2042, 1636467904701, 1636467905318, 617
1278, 1636467752288, 1636467752902, 614
2303, 1636467956529, 1636467957141, 612
