Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
1, 1, 1636413930188, 1636413930994, 806, 445, 361, 0, 15, 15
2, 1, 1636413931076, 1636413931767, 691, 286, 405, 0, 1, 1
3, 1, 1636413931813, 1636413932503, 690, 287, 403, 0, 1, 1
4, 1, 1636413932549, 1636413933231, 682, 282, 400, 0, 1, 1
5, 1, 1636413933277, 1636413933955, 678, 275, 403, 0, 1, 1
6, 1, 1636413934001, 1636413934679, 678, 279, 399, 0, 0, 0
7, 1, 1636413934725, 1636413935415, 690, 286, 404, 0, 0, 0
8, 1, 1636413935461, 1636413936138, 677, 274, 403, 0, 1, 1
9, 1, 1636413936185, 1636413936867, 682, 268, 414, 0, 1, 1
10, 1, 1636413936912, 1636413937594, 682, 277, 405, 0, 1, 1
11, 1, 1636413937641, 1636413938314, 673, 274, 399, 0, 1, 1
12, 1, 1636413938361, 1636413939043, 682, 278, 404, 0, 0, 0
13, 1, 1636413939089, 1636413939767, 678, 272, 406, 0, 1, 1
14, 1, 1636413939516, 1636413940270, 754, 369, 385, 0, 2, 2
15, 1, 1636413939813, 1636413940467, 654, 264, 390, 0, 0, 0
16, 1, 1636413940338, 1636413941002, 664, 272, 392, 0, 0, 0
17, 1, 1636413940513, 1636413941191, 678, 273, 405, 0, 0, 0
18, 1, 1636413941050, 1636413941723, 673, 272, 401, 0, 0, 0
19, 1, 1636413941237, 1636413941923, 686, 282, 404, 0, 0, 0
20, 1, 1636413941770, 1636413942438, 668, 272, 396, 0, 0, 0
21, 1, 1636413941925, 1636413942547, 622, 260, 362, 0, 0, 0
22, 1, 1636413942441, 1636413943106, 665, 266, 399, 0, 0, 0
23, 1, 1636413942549, 1636413943175, 626, 269, 357, 0, 0, 0
24, 1, 1636413943109, 1636413943774, 665, 271, 394, 0, 0, 0
25, 1, 1636413943177, 1636413943795, 618, 260, 358, 0, 0, 0
27, 1, 1636413943797, 1636413944410, 613, 260, 353, 0, 0, 0
26, 1, 1636413943777, 1636413944438, 661, 269, 392, 0, 0, 0
28, 1, 1636413944413, 1636413945039, 626, 271, 355, 0, 0, 0
29, 1, 1636413944441, 1636413945106, 665, 272, 393, 0, 0, 0
30, 1, 1636413945041, 1636413945663, 622, 269, 353, 0, 0, 0
31, 1, 1636413945109, 1636413945782, 673, 266, 407, 0, 0, 0
32, 1, 1636413945665, 1636413946286, 621, 266, 355, 0, 0, 0
33, 1, 1636413945784, 1636413946454, 670, 269, 401, 0, 0, 0
34, 1, 1636413946289, 1636413946907, 618, 259, 359, 0, 0, 0
35, 1, 1636413946457, 1636413947114, 657, 266, 391, 0, 0, 0
36, 1, 1636413946909, 1636413947534, 625, 267, 358, 0, 0, 0
37, 1, 1636413947117, 1636413947774, 657, 265, 392, 0, 0, 0
38, 1, 1636413947537, 1636413948155, 618, 259, 359, 0, 0, 0
39, 1, 1636413947776, 1636413948438, 662, 275, 387, 0, 0, 0
40, 1, 1636413948157, 1636413948766, 609, 261, 348, 0, 0, 0
41, 1, 1636413948440, 1636413949094, 654, 266, 388, 0, 0, 0
42, 1, 1636413948769, 1636413949386, 617, 260, 357, 0, 0, 0
44, 1, 1636413949097, 1636413949750, 653, 266, 387, 0, 0, 0
43, 1, 1636413948986, 1636413949798, 812, 394, 418, 0, 0, 0
45, 1, 1636413949389, 1636413950010, 621, 265, 356, 0, 0, 0
46, 1, 1636413949753, 1636413950430, 677, 283, 394, 0, 0, 0
47, 1, 1636413949854, 1636413950526, 672, 279, 393, 0, 0, 0
48, 1, 1636413950013, 1636413950627, 614, 262, 352, 0, 0, 0
49, 1, 1636413950432, 1636413951054, 622, 269, 353, 0, 0, 0
50, 1, 1636413950528, 1636413951202, 674, 277, 397, 0, 0, 0
51, 1, 1636413950629, 1636413951246, 617, 260, 357, 0, 0, 0
52, 1, 1636413951056, 1636413951674, 618, 263, 355, 0, 0, 0
54, 1, 1636413951249, 1636413951859, 610, 260, 350, 0, 0, 0
53, 1, 1636413951205, 1636413951870, 665, 273, 392, 0, 0, 0
55, 1, 1636413951676, 1636413952290, 614, 262, 352, 0, 0, 0
56, 1, 1636413951861, 1636413952474, 613, 262, 351, 0, 1, 1
57, 1, 1636413951872, 1636413952534, 662, 267, 395, 0, 0, 0
58, 1, 1636413952291, 1636413952906, 615, 263, 352, 0, 0, 0
59, 1, 1636413952476, 1636413953102, 626, 267, 359, 0, 0, 0
60, 1, 1636413952536, 1636413953190, 654, 267, 387, 0, 0, 0
61, 1, 1636413952908, 1636413953522, 614, 264, 350, 0, 0, 0
62, 1, 1636413953103, 1636413953723, 620, 265, 355, 0, 0, 0
63, 1, 1636413953193, 1636413953858, 665, 274, 391, 0, 1, 1
64, 1, 1636413953524, 1636413954142, 618, 267, 351, 0, 0, 0
65, 1, 1636413953725, 1636413954342, 617, 263, 354, 0, 0, 0
66, 1, 1636413953861, 1636413954530, 669, 278, 391, 0, 0, 0
67, 1, 1636413954145, 1636413954762, 617, 264, 353, 0, 0, 0
68, 1, 1636413954345, 1636413954967, 622, 266, 356, 0, 0, 0
69, 1, 1636413954532, 1636413955210, 678, 275, 403, 0, 0, 0
70, 1, 1636413954765, 1636413955378, 613, 263, 350, 0, 0, 0
71, 1, 1636413954969, 1636413955590, 621, 265, 356, 0, 0, 0
72, 1, 1636413955212, 1636413955878, 666, 270, 396, 0, 0, 0
73, 1, 1636413955381, 1636413955998, 617, 268, 349, 0, 0, 0
74, 1, 1636413955593, 1636413956210, 617, 264, 353, 0, 0, 0
75, 1, 1636413955881, 1636413956538, 657, 267, 390, 0, 0, 0
76, 1, 1636413956000, 1636413956614, 614, 265, 349, 0, 0, 0
77, 1, 1636413956213, 1636413956831, 618, 266, 352, 0, 0, 0
78, 1, 1636413956540, 1636413957202, 662, 269, 393, 0, 1, 1
79, 1, 1636413956617, 1636413957230, 613, 265, 348, 0, 0, 0
80, 1, 1636413956833, 1636413957446, 613, 262, 351, 0, 0, 0
82, 1, 1636413957232, 1636413957846, 614, 264, 350, 0, 1, 1
81, 1, 1636413957204, 1636413957862, 658, 266, 392, 0, 1, 1
