Xid, State, StartTime, EndTime, TransactionTime, ExecuteTime, CommunicationTime, ReadTime, WriteTime, DBTime
1, 1, 1636423658197, 1636423659046, 849, 465, 384, 0, 14, 14
2, 1, 1636423659135, 1636423659810, 675, 279, 396, 0, 1, 1
3, 1, 1636423659856, 1636423660538, 682, 277, 405, 0, 1, 1
4, 1, 1636423660584, 1636423661262, 678, 277, 401, 0, 1, 1
5, 1, 1636423661307, 1636423661995, 688, 281, 407, 0, 1, 1
6, 1, 1636423662040, 1636423662722, 682, 278, 404, 0, 0, 0
7, 1, 1636423662767, 1636423663442, 675, 277, 398, 0, 0, 0
8, 1, 1636423663488, 1636423664162, 674, 275, 399, 0, 0, 0
9, 1, 1636423664207, 1636423664902, 695, 278, 417, 0, 1, 1
10, 1, 1636423664947, 1636423665622, 675, 278, 397, 0, 1, 1
11, 1, 1636423665668, 1636423666343, 675, 275, 400, 0, 0, 0
12, 1, 1636423666387, 1636423667058, 671, 273, 398, 0, 1, 1
13, 1, 1636423667103, 1636423667778, 675, 275, 400, 0, 1, 1
14, 1, 1636423667823, 1636423668494, 671, 275, 396, 0, 0, 0
15, 1, 1636423668540, 1636423669214, 674, 277, 397, 0, 1, 1
16, 1, 1636423669260, 1636423669934, 674, 274, 400, 0, 0, 0
17, 1, 1636423669979, 1636423670650, 671, 273, 398, 0, 0, 0
18, 1, 1636423670653, 1636423671283, 630, 270, 360, 0, 0, 0
19, 1, 1636423671285, 1636423671914, 629, 271, 358, 0, 1, 1
20, 1, 1636423671917, 1636423672550, 633, 275, 358, 0, 0, 0
21, 1, 1636423672553, 1636423673186, 633, 270, 363, 0, 0, 0
23, 1, 1636423673189, 1636423673819, 630, 269, 361, 0, 0, 0
22, 1, 1636423673115, 1636423673934, 819, 401, 418, 0, 2, 2
24, 1, 1636423673821, 1636423674442, 621, 266, 355, 0, 0, 0
25, 1, 1636423674001, 1636423674670, 669, 270, 399, 0, 0, 0
26, 1, 1636423674444, 1636423675074, 630, 276, 354, 0, 0, 0
27, 1, 1636423674673, 1636423675346, 673, 275, 398, 0, 0, 0
28, 1, 1636423675076, 1636423675706, 630, 276, 354, 0, 0, 0
29, 1, 1636423675348, 1636423676022, 674, 274, 400, 0, 0, 0
30, 1, 1636423675709, 1636423676338, 629, 270, 359, 0, 0, 0
31, 1, 1636423676024, 1636423676702, 678, 273, 405, 0, 0, 0
32, 1, 1636423676341, 1636423676974, 633, 274, 359, 0, 0, 0
33, 1, 1636423676705, 1636423677382, 677, 275, 402, 0, 0, 0
34, 1, 1636423676977, 1636423677610, 633, 275, 358, 0, 0, 0
35, 1, 1636423677384, 1636423678058, 674, 274, 400, 0, 0, 0
36, 1, 1636423677612, 1636423678246, 634, 277, 357, 0, 1, 1
37, 1, 1636423678060, 1636423678734, 674, 275, 399, 0, 0, 0
38, 1, 1636423678248, 1636423678874, 626, 274, 352, 0, 0, 0
39, 1, 1636423678737, 1636423679418, 681, 275, 406, 0, 0, 0
40, 1, 1636423678877, 1636423679502, 625, 266, 359, 0, 0, 0
41, 1, 1636423679420, 1636423680098, 678, 279, 399, 0, 0, 0
42, 1, 1636423679504, 1636423680130, 626, 272, 354, 0, 0, 0
44, 1, 1636423680133, 1636423680762, 629, 268, 361, 0, 0, 0
43, 1, 1636423680100, 1636423680774, 674, 274, 400, 0, 0, 0
45, 1, 1636423680764, 1636423681390, 626, 274, 352, 0, 0, 0
46, 1, 1636423680777, 1636423681450, 673, 276, 397, 0, 0, 0
47, 1, 1636423681392, 1636423682022, 630, 274, 356, 0, 0, 0
48, 1, 1636423681453, 1636423682130, 677, 275, 402, 0, 0, 0
49, 1, 1636423682025, 1636423682658, 633, 272, 361, 0, 0, 0
50, 1, 1636423682132, 1636423682814, 682, 276, 406, 0, 0, 0
51, 1, 1636423682660, 1636423683286, 626, 269, 357, 0, 0, 0
52, 1, 1636423682817, 1636423683494, 677, 273, 404, 0, 0, 0
53, 1, 1636423683288, 1636423683910, 622, 272, 350, 0, 0, 0
54, 1, 1636423683497, 1636423684174, 677, 277, 400, 0, 0, 0
55, 1, 1636423683913, 1636423684546, 633, 277, 356, 0, 0, 0
56, 1, 1636423684176, 1636423684802, 626, 270, 356, 0, 0, 0
57, 1, 1636423684549, 1636423685182, 633, 277, 356, 0, 0, 0
58, 1, 1636423684804, 1636423685434, 630, 274, 356, 0, 0, 0
59, 1, 1636423685184, 1636423685810, 626, 274, 352, 0, 0, 0
60, 1, 1636423685436, 1636423686066, 630, 275, 355, 0, 0, 0
